,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,book,level
787,-1.0,2.0,1.0,4.0,0.0,3.0,15.0,20,5.0,6.0,7.0,5.0,0,Pathfinder Adventure: Crown of the Kobold King,1
788,6.0,2.0,4.0,0.0,4.0,4.0,26.0,135,16.0,18.0,14.0,16.0,2,Pathfinder Adventure: Crown of the Kobold King,8
789,4.0,6.0,4.0,2.0,4.0,6.0,26.0,140,16.0,14.0,18.0,16.0,0,Pathfinder Adventure: Crown of the Kobold King,8
790,4.0,0.0,3.0,0.0,1.0,2.0,16.0,56,8.0,10.0,7.0,8.0,0,Pathfinder Adventure: Crown of the Kobold King,3
793,0.0,3.0,3.0,0.0,4.0,2.0,22.0,75,13.0,14.0,10.0,13.0,0,Pathfinder Adventure: Crown of the Kobold King,5
768,-5.0,4.0,0.0,-2.0,2.0,3.0,20.0,40,10.0,8.0,14.0,12.0,0,Pathfinder Adventure: Crown of the Kobold King,4
800,6.0,3.0,4.0,-2.0,4.0,2.0,22.0,130,15.0,17.0,14.0,15.0,0,Pathfinder Adventure: Crown of the Kobold King,7
799,5.0,0.0,2.0,-5.0,0.0,-5.0,23.0,145,13.0,15.0,11.0,13.0,0,Pathfinder Adventure: Crown of the Kobold King,7
805,2.0,-2.0,4.0,-5.0,0.0,-5.0,17.0,20,4.0,8.0,4.0,6.0,0,Pathfinder Adventure: Crown of the Kobold King,2
772,1.0,4.0,3.0,0.0,2.0,0.0,19.0,26,8.0,9.0,10.0,6.0,0,Pathfinder Adventure: Crown of the Kobold King,2
774,5.0,2.0,4.0,-5.0,0.0,-5.0,22.0,56,11.0,13.0,11.0,9.0,0,Pathfinder Adventure: Crown of the Kobold King,5
775,2.0,4.0,2.0,6.0,4.0,2.0,23.0,115,16.0,13.0,15.0,17.0,0,Pathfinder Adventure: Crown of the Kobold King,8
776,-1.0,3.0,2.0,1.0,1.0,4.0,17.0,32,7.0,8.0,8.0,5.0,2,Pathfinder Adventure: Crown of the Kobold King,2
802,3.0,1.0,2.0,-2.0,1.0,0.0,17.0,45,7.0,8.0,7.0,5.0,0,Pathfinder Adventure: Crown of the Kobold King,2
773,1.0,2.0,2.0,-4.0,1.0,0.0,15.0,20,6.0,7.0,7.0,4.0,0,Pathfinder Adventure: Crown of the Kobold King,1
780,4.0,3.0,2.0,-3.0,3.0,-2.0,20.0,35,8.0,7.0,10.0,10.0,0,Pathfinder Adventure: Crown of the Kobold King,3
808,1.0,4.0,2.0,0.0,1.0,2.0,17.0,30,7.0,8.0,10.0,5.0,0,Pathfinder Adventure: Crown of the Kobold King,2
807,0.0,4.0,2.0,-3.0,2.0,0.0,18.0,28,8.0,6.0,10.0,8.0,0,Pathfinder Adventure: Crown of the Kobold King,2
779,1.0,3.0,1.0,0.0,1.0,2.0,16.0,10,9.0,5.0,7.0,3.0,0,Pathfinder Adventure: Crown of the Kobold King,-1
460,8.0,6.0,4.0,3.0,8.0,4.0,37.0,270,29.0,25.0,27.0,29.0,0,Pathfinder #184: The Ghouls Hunger,15
572,-5.0,7.0,0.0,-1.0,3.0,5.0,29.0,130,20.0,16.0,19.0,18.0,0,Pathfinder #184: The Ghouls Hunger,10
516,6.0,7.0,2.0,5.0,4.0,5.0,34.0,230,25.0,20.0,26.0,23.0,0,Pathfinder #184: The Ghouls Hunger,13
525,4.0,7.0,4.0,5.0,4.0,7.0,34.0,200,23.0,22.0,24.0,25.0,2,Pathfinder #184: The Ghouls Hunger,13
529,8.0,4.0,5.0,6.0,4.0,5.0,37.0,240,27.0,27.0,25.0,29.0,3,Pathfinder #184: The Ghouls Hunger,15
475,5.0,8.0,2.0,5.0,5.0,4.0,33.0,210,23.0,20.0,26.0,23.0,0,Pathfinder #184: The Ghouls Hunger,13
515,1.0,3.0,1.0,5.0,3.0,7.0,28.0,190,18.0,18.0,21.0,24.0,0,Pathfinder #184: The Ghouls Hunger,11
612,8.0,3.0,7.0,-4.0,3.0,0.0,29.0,220,17.0,22.0,16.0,16.0,0,Pathfinder #184: The Ghouls Hunger,10
577,5.0,7.0,4.0,-3.0,4.0,-3.0,31.0,250,25.0,19.0,25.0,19.0,0,Pathfinder #184: The Ghouls Hunger,12
513,6.0,4.0,6.0,1.0,4.0,4.0,29.0,155,15.0,21.0,15.0,18.0,1,Pathfinder #184: The Ghouls Hunger,9
645,4.0,6.0,5.0,4.0,8.0,6.0,36.0,240,29.0,24.0,25.0,28.0,2,Pathfinder #184: The Ghouls Hunger,14
606,7.0,5.0,7.0,-5.0,0.0,-5.0,31.0,195,17.0,20.0,20.0,17.0,0,Pathfinder #184: The Ghouls Hunger,11
558,6.0,4.0,6.0,-2.0,3.0,3.0,31.0,180,20.0,23.0,21.0,20.0,1,Pathfinder #184: The Ghouls Hunger,11
579,0.0,4.0,2.0,3.0,2.0,5.0,31.0,190,17.0,19.0,21.0,19.0,2,Pathfinder #184: The Ghouls Hunger,11
632,5.0,3.0,2.0,2.0,5.0,3.0,29.0,132,21.0,17.0,19.0,21.0,0,Pathfinder #184: The Ghouls Hunger,10
631,9.0,4.0,8.0,4.0,3.0,4.0,31.0,290,20.0,26.0,20.0,20.0,0,Pathfinder #184: The Ghouls Hunger,13
640,7.0,5.0,4.0,7.0,5.0,4.0,33.0,210,23.0,21.0,24.0,24.0,0,Pathfinder #184: The Ghouls Hunger,13
618,8.0,5.0,8.0,-5.0,2.0,-5.0,37.0,255,25.0,28.0,25.0,22.0,0,Pathfinder #184: The Ghouls Hunger,14
573,0.0,7.0,5.0,2.0,4.0,0.0,30.0,205,19.0,19.0,22.0,16.0,0,Pathfinder #183: Field of Maidens,10
526,5.0,-1.0,4.0,-5.0,0.0,-2.0,20.0,130,9.0,15.0,9.0,11.0,0,Pathfinder #183: Field of Maidens,5
523,7.0,4.0,5.0,4.0,5.0,3.0,32.0,250,23.0,22.0,21.0,24.0,0,Pathfinder #183: Field of Maidens,12
634,7.0,5.0,4.0,3.0,3.0,5.0,33.0,180,23.0,25.0,19.0,22.0,0,Pathfinder #183: Field of Maidens,12
527,5.0,2.0,6.0,-4.0,1.0,0.0,24.0,145,15.0,19.0,15.0,12.0,0,Pathfinder #183: Field of Maidens,7
595,7.0,5.0,3.0,-5.0,0.0,-5.0,29.0,170,18.0,19.0,21.0,14.0,0,Pathfinder #183: Field of Maidens,10
456,5.0,4.0,7.0,2.0,5.0,2.0,33.0,250,23.0,25.0,20.0,23.0,0,Pathfinder #183: Field of Maidens,12
596,5.0,2.0,4.0,-4.0,0.0,-2.0,22.0,120,14.0,16.0,14.0,12.0,0,Pathfinder #183: Field of Maidens,6
600,6.0,4.0,3.0,-5.0,0.0,0.0,28.0,110,5.0,17.0,16.0,14.0,0,Pathfinder #183: Field of Maidens,8
538,4.0,7.0,2.0,2.0,5.0,4.0,32.0,235,23.0,18.0,23.0,21.0,0,Pathfinder #183: Field of Maidens,12
541,0.0,3.0,0.0,4.0,3.0,5.0,27.0,127,19.0,16.0,19.0,19.0,3,Pathfinder #183: Field of Maidens,10
463,4.0,6.0,4.0,-5.0,0.0,-5.0,28.0,120,13.0,16.0,18.0,12.0,0,Pathfinder #183: Field of Maidens,8
641,6.0,9.0,6.0,5.0,6.0,3.0,41.0,230,28.0,26.0,31.0,28.0,0,Pathfinder #183: Field of Maidens,16
594,6.0,-1.0,6.0,-5.0,0.0,-5.0,26.0,120,13.0,17.0,10.0,9.0,0,Pathfinder #183: Field of Maidens,7
557,4.0,1.0,3.0,0.0,3.0,0.0,22.0,80,12.0,15.0,9.0,12.0,0,Pathfinder #183: Field of Maidens,5
643,3.0,5.0,3.0,2.0,4.0,7.0,26.0,109,17.0,14.0,18.0,19.0,0,Pathfinder #183: Field of Maidens,8
650,4.0,2.0,2.0,0.0,3.0,1.0,22.0,120,15.0,14.0,12.0,15.0,0,Pathfinder #183: Field of Maidens,6
508,4.0,6.0,3.0,0.0,3.0,1.0,28.0,155,15.0,18.0,20.0,16.0,0,Pathfinder #183: Field of Maidens,9
570,0.0,7.0,5.0,2.0,4.0,0.0,30.0,205,19.0,19.0,22.0,16.0,0,Pathfinder #183: Field of Maidens,10
644,5.0,5.0,1.0,7.0,3.0,3.0,30.0,195,21.0,21.0,23.0,19.0,0,Pathfinder #183: Field of Maidens,11
569,0.0,7.0,5.0,2.0,4.0,0.0,30.0,205,19.0,19.0,22.0,16.0,0,Pathfinder #183: Field of Maidens,10
556,2.0,4.0,2.0,1.0,4.0,0.0,25.0,115,17.0,15.0,18.0,12.0,0,Pathfinder #183: Field of Maidens,7
519,5.0,3.0,3.0,0.0,0.0,4.0,29.0,175,19.0,21.0,19.0,16.0,2,Pathfinder #183: Field of Maidens,10
567,0.0,7.0,5.0,2.0,4.0,0.0,30.0,205,19.0,19.0,22.0,16.0,0,Pathfinder #183: Field of Maidens,10
462,6.0,-2.0,5.0,-5.0,0.0,-5.0,24.0,65,9.0,15.0,6.0,8.0,0,Pathfinder #182: Graveclaw,5
512,-5.0,4.0,3.0,0.0,4.0,4.0,25.0,105,16.0,15.0,14.0,18.0,0,Pathfinder #182: Graveclaw,8
531,6.0,3.0,4.0,3.0,3.0,3.0,24.0,85,14.0,16.0,11.0,14.0,0,Pathfinder #182: Graveclaw,6
580,6.0,5.0,4.0,3.0,4.0,4.0,26.0,135,16.0,16.0,15.0,18.0,0,Pathfinder #182: Graveclaw,8
543,4.0,-2.0,3.0,-5.0,0.0,-5.0,20.0,60,7.0,14.0,9.0,11.0,1,Pathfinder #182: Graveclaw,5
514,4.0,1.0,3.0,-5.0,1.0,-4.0,20.0,60,11.0,14.0,11.0,8.0,0,Pathfinder #182: Graveclaw,4
549,4.0,0.0,2.0,-2.0,4.0,2.0,23.0,130,16.0,14.0,10.0,16.0,0,Pathfinder #182: Graveclaw,6
581,3.0,4.0,4.0,6.0,2.0,6.0,24.0,120,15.0,13.0,14.0,18.0,0,Pathfinder #182: Graveclaw,7
500,6.0,4.0,1.0,1.0,4.0,6.0,25.0,115,17.0,12.0,15.0,17.0,0,Pathfinder #182: Graveclaw,7
465,4.0,1.0,3.0,-5.0,1.0,0.0,19.0,45,8.0,12.0,6.0,8.0,0,Pathfinder #182: Graveclaw,3
464,5.0,2.0,4.0,-5.0,0.0,-5.0,14.0,60,8.0,12.0,10.0,8.0,0,Pathfinder #182: Graveclaw,4
466,4.0,1.0,3.0,-5.0,1.0,0.0,19.0,45,8.0,12.0,6.0,8.0,0,Pathfinder #182: Graveclaw,3
470,6.0,4.0,5.0,0.0,1.0,2.0,25.0,110,15.0,18.0,12.0,15.0,0,Pathfinder #182: Graveclaw,7
583,3.0,2.0,2.0,1.0,1.0,0.0,16.0,25,7.0,10.0,7.0,4.0,0,Pathfinder #182: Graveclaw,1
637,4.0,0.0,4.0,2.0,2.0,6.0,24.0,115,13.0,15.0,12.0,18.0,0,Pathfinder #182: Graveclaw,7
474,6.0,3.0,4.0,0.0,3.0,1.0,27.0,150,16.0,18.0,13.0,17.0,1,Pathfinder #182: Graveclaw,8
638,4.0,3.0,1.0,0.0,1.0,1.0,19.0,45,8.0,10.0,10.0,8.0,0,Pathfinder #182: Graveclaw,3
646,7.0,0.0,6.0,-5.0,0.0,-1.0,22.0,200,0.0,18.0,10.0,13.0,0,Pathfinder #182: Graveclaw,7
617,5.0,4.0,5.0,1.0,2.0,3.0,24.0,120,14.0,17.0,14.0,10.0,0,Pathfinder #182: Graveclaw,6
487,5.0,3.0,4.0,-5.0,4.0,-5.0,24.0,80,16.0,16.0,15.0,12.0,0,Pathfinder #182: Graveclaw,6
522,6.0,3.0,4.0,6.0,3.0,4.0,28.0,155,18.0,19.0,16.0,18.0,0,Pathfinder #182: Graveclaw,9
491,7.0,3.0,3.0,5.0,5.0,6.0,30.0,210,21.0,21.0,18.0,24.0,0,Pathfinder #182: Graveclaw,11
615,0.0,4.0,2.0,4.0,2.0,5.0,22.0,55,11.0,9.0,11.0,13.0,0,Pathfinder #182: Graveclaw,5
496,6.0,5.0,4.0,3.0,4.0,4.0,26.0,135,16.0,16.0,15.0,18.0,0,Pathfinder #182: Graveclaw,8
613,6.0,3.0,4.0,-2.0,3.0,4.0,27.0,190,21.0,21.0,16.0,16.0,0,Pathfinder #182: Graveclaw,9
544,5.0,1.0,4.0,-5.0,0.0,-5.0,22.0,55,11.0,15.0,10.0,8.0,0,Pathfinder #182: Graveclaw,5
3792,2.0,3.0,2.0,-4.0,1.0,-3.0,16.0,16,6.0,7.0,8.0,4.0,0,Pathfinder Bounty #20: Burden in Bloodcove,0
604,0.0,4.0,0.0,0.0,3.0,2.0,19.0,45,10.0,6.0,11.0,8.0,0,Pathfinder #181: Zombie Feast,3
582,0.0,3.0,0.0,2.0,1.0,4.0,18.0,30,6.0,6.0,9.0,9.0,1,Pathfinder #181: Zombie Feast,2
521,2.0,4.0,0.0,1.0,4.0,0.0,18.0,28,10.0,6.0,8.0,10.0,0,Pathfinder #181: Zombie Feast,2
536,2.0,2.0,1.0,4.0,1.0,2.0,20.0,75,12.0,12.0,11.0,12.0,2,Pathfinder #181: Zombie Feast,5
584,2.0,2.0,2.0,-5.0,0.0,5.0,16.0,20,6.0,7.0,5.0,5.0,0,Pathfinder #181: Zombie Feast,1
548,5.0,-2.0,4.0,-5.0,0.0,-2.0,15.0,70,4.0,11.0,3.0,7.0,0,Pathfinder #181: Zombie Feast,3
483,1.0,2.0,0.0,-5.0,0.0,-5.0,13.0,8,3.0,3.0,6.0,3.0,0,Pathfinder #181: Zombie Feast,-1
624,3.0,2.0,1.0,-3.0,0.0,-2.0,13.0,25,7.0,6.0,9.0,5.0,0,Pathfinder #181: Zombie Feast,1
467,1.0,3.0,0.0,-2.0,0.0,1.0,12.0,18,5.0,2.0,5.0,2.0,0,Pathfinder #181: Zombie Feast,-1
553,-1.0,2.0,1.0,0.0,1.0,-2.0,16.0,20,5.0,3.0,6.0,3.0,0,Pathfinder #181: Zombie Feast,0
559,3.0,1.0,1.0,-3.0,3.0,2.0,19.0,50,10.0,6.0,9.0,12.0,0,Pathfinder #181: Zombie Feast,3
563,1.0,4.0,2.0,4.0,1.0,1.0,21.0,60,11.0,10.0,12.0,11.0,0,Pathfinder #181: Zombie Feast,4
564,1.0,3.0,4.0,-5.0,0.0,-5.0,15.0,16,5.0,9.0,8.0,5.0,0,Pathfinder #181: Zombie Feast,1
648,2.0,-1.0,2.0,-5.0,0.0,-2.0,13.0,18,1.0,5.0,0.0,3.0,0,Pathfinder #181: Zombie Feast,-1
507,1.0,1.0,1.0,-5.0,0.0,-5.0,14.0,7,3.0,4.0,6.0,3.0,0,Pathfinder #181: Zombie Feast,-1
647,5.0,-1.0,4.0,-5.0,0.0,-2.0,13.0,50,3.0,6.0,3.0,4.0,0,Pathfinder #181: Zombie Feast,1
498,5.0,-3.0,4.0,-3.0,0.0,1.0,16.0,95,8.0,11.0,4.0,7.0,0,Pathfinder #181: Zombie Feast,3
492,2.0,2.0,3.0,1.0,1.0,0.0,14.0,25,6.0,8.0,6.0,4.0,0,Pathfinder #181: Zombie Feast,1
488,1.0,4.0,2.0,-4.0,2.0,0.0,19.0,30,9.0,9.0,11.0,8.0,0,Pathfinder #181: Zombie Feast,3
476,1.0,3.0,2.0,0.0,2.0,0.0,15.0,20,6.0,6.0,7.0,4.0,0,Pathfinder #181: Zombie Feast,0
482,-5.0,4.0,0.0,1.0,2.0,1.0,20.0,35,12.0,8.0,12.0,10.0,0,Pathfinder #181: Zombie Feast,4
3095,4.0,5.0,4.0,5.0,5.0,8.0,36.0,280,30.0,23.0,24.0,28.0,0,Pathfinder Dark Archive,14
3097,1.0,3.0,0.0,2.0,4.0,4.0,25.0,140,18.0,14.0,17.0,18.0,0,Pathfinder Dark Archive,8
3100,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30,0.0,11.0,17.0,0.0,0,Pathfinder Dark Archive,6
3107,8.0,7.0,7.0,5.0,4.0,4.0,34.0,320,24.0,28.0,25.0,25.0,0,Pathfinder Dark Archive,14
3109,7.0,0.0,4.0,-2.0,4.0,3.0,24.0,120,16.0,18.0,10.0,16.0,0,Pathfinder Dark Archive,8
3098,-5.0,4.0,0.0,-2.0,2.0,3.0,20.0,40,10.0,8.0,14.0,12.0,0,Pathfinder Dark Archive,4
1872,4.0,6.0,3.0,0.0,3.0,-1.0,28.0,161,18.0,21.0,18.0,15.0,0,Pathfinder #180: The Smoking Gun,9
1864,-5.0,4.0,6.0,3.0,6.0,4.0,27.0,110,19.0,17.0,17.0,21.0,0,Pathfinder #180: The Smoking Gun,9
1860,7.0,2.0,4.0,-5.0,2.0,2.0,25.0,125,16.0,15.0,15.0,13.0,0,Pathfinder #180: The Smoking Gun,7
1858,5.0,4.0,2.0,-5.0,2.0,-2.0,21.0,140,12.0,14.0,17.0,11.0,0,Pathfinder #180: The Smoking Gun,6
1851,7.0,-5.0,7.0,-5.0,0.0,-5.0,19.0,350,14.0,24.0,14.0,19.0,0,Pathfinder #180: The Smoking Gun,10
1845,4.0,3.0,3.0,5.0,0.0,0.0,29.0,160,20.0,18.0,18.0,20.0,0,Pathfinder #180: The Smoking Gun,10
1843,6.0,-1.0,4.0,-2.0,0.0,-2.0,18.0,85,6.0,14.0,7.0,6.0,0,Pathfinder #180: The Smoking Gun,4
1840,5.0,2.0,4.0,-4.0,4.0,-2.0,22.0,75,16.0,13.0,12.0,11.0,0,Pathfinder #180: The Smoking Gun,5
1828,6.0,2.0,2.0,2.0,3.0,4.0,28.0,95,14.0,13.0,15.0,17.0,0,Pathfinder #180: The Smoking Gun,7
1830,0.0,4.0,0.0,5.0,3.0,3.0,28.0,145,20.0,16.0,19.0,22.0,0,Pathfinder #180: The Smoking Gun,10
1821,5.0,2.0,4.0,0.0,2.0,1.0,24.0,114,14.0,16.0,12.0,14.0,0,Pathfinder #180: The Smoking Gun,6
1820,8.0,0.0,5.0,-5.0,3.0,-5.0,32.0,245,22.0,25.0,19.0,17.0,0,Pathfinder #180: The Smoking Gun,12
1819,5.0,6.0,3.0,-5.0,2.0,-5.0,28.0,154,18.0,17.0,21.0,15.0,0,Pathfinder #180: The Smoking Gun,9
1810,5.0,4.0,2.0,-5.0,2.0,-2.0,21.0,52,14.0,14.0,17.0,11.0,0,Pathfinder #180: The Smoking Gun,6
1807,7.0,0.0,3.0,5.0,0.0,0.0,28.0,220,19.0,22.0,16.0,19.0,0,Pathfinder #180: The Smoking Gun,10
1806,4.0,5.0,2.0,0.0,0.0,2.0,25.0,120,18.0,15.0,18.0,12.0,0,Pathfinder #180: The Smoking Gun,7
1805,4.0,5.0,2.0,0.0,0.0,2.0,25.0,120,18.0,15.0,18.0,12.0,0,Pathfinder #180: The Smoking Gun,7
1801,3.0,-2.0,2.0,-5.0,0.0,-2.0,12.0,20,0.0,6.0,0.0,2.0,0,Pathfinder #180: The Smoking Gun,-1
1800,6.0,0.0,4.0,-5.0,2.0,-2.0,25.0,240,14.0,21.0,16.0,17.0,0,Pathfinder #180: The Smoking Gun,9
1799,6.0,6.0,2.0,-5.0,2.0,-5.0,33.0,205,20.0,22.0,25.0,19.0,0,Pathfinder #180: The Smoking Gun,12
1792,5.0,6.0,3.0,-5.0,2.0,-5.0,28.0,140,18.0,17.0,21.0,15.0,0,Pathfinder #180: The Smoking Gun,9
1788,5.0,2.0,4.0,-5.0,2.0,-2.0,23.0,125,12.0,16.0,12.0,10.0,0,Pathfinder #180: The Smoking Gun,6
1787,5.0,7.0,3.0,-4.0,2.0,-1.0,30.0,110,18.0,17.0,21.0,16.0,0,Pathfinder #180: The Smoking Gun,10
1786,6.0,6.0,5.0,-5.0,2.0,-5.0,31.0,150,20.0,22.0,25.0,16.0,0,Pathfinder #180: The Smoking Gun,10
1783,4.0,5.0,2.0,0.0,0.0,2.0,25.0,120,18.0,15.0,18.0,12.0,0,Pathfinder #180: The Smoking Gun,7
1782,3.0,7.0,3.0,0.0,0.0,3.0,30.0,200,24.0,24.0,26.0,21.0,0,Pathfinder #180: The Smoking Gun,11
1780,2.0,5.0,4.0,2.0,1.0,2.0,25.0,125,16.0,15.0,16.0,14.0,0,Pathfinder #180: The Smoking Gun,7
1835,4.0,4.0,2.0,2.0,0.0,0.0,22.0,75,12.0,12.0,15.0,10.0,0,Pathfinder #180: The Smoking Gun,5
1775,-1.0,3.0,0.0,1.0,1.0,-2.0,17.0,17,3.0,2.0,7.0,3.0,0,Pathfinder Adventure: A Fistful of Flowers,1
1770,2.0,4.0,2.0,-1.0,2.0,0.0,18.0,30,8.0,8.0,10.0,6.0,0,Pathfinder Adventure: A Fistful of Flowers,2
1769,2.0,4.0,2.0,-1.0,2.0,0.0,18.0,30,8.0,8.0,10.0,6.0,0,Pathfinder Adventure: A Fistful of Flowers,2
1768,2.0,4.0,2.0,-1.0,2.0,0.0,18.0,30,8.0,8.0,10.0,6.0,0,Pathfinder Adventure: A Fistful of Flowers,2
1767,2.0,4.0,2.0,-1.0,2.0,0.0,18.0,30,8.0,8.0,10.0,6.0,0,Pathfinder Adventure: A Fistful of Flowers,2
1766,2.0,4.0,2.0,-1.0,2.0,0.0,18.0,30,8.0,8.0,10.0,6.0,0,Pathfinder Adventure: A Fistful of Flowers,2
1756,3.0,1.0,2.0,3.0,0.0,1.0,19.0,45,7.0,11.0,10.0,5.0,0,Pathfinder Adventure: A Fistful of Flowers,3
1865,4.0,4.0,5.0,0.0,3.0,-1.0,22.0,85,12.0,12.0,13.0,10.0,0,Pathfinder #179: Cradle of Quartz,5
1873,0.0,3.0,0.0,4.0,2.0,4.0,21.0,54,10.0,6.0,11.0,16.0,1,Pathfinder #179: Cradle of Quartz,4
1834,-3.0,4.0,0.0,0.0,3.0,4.0,19.0,40,11.0,7.0,11.0,12.0,0,Pathfinder #179: Cradle of Quartz,3
1794,4.0,2.0,2.0,-5.0,4.0,-5.0,20.0,50,12.0,10.0,8.0,14.0,0,Pathfinder #179: Cradle of Quartz,4
1829,4.0,1.0,2.0,4.0,2.0,1.0,25.0,110,19.0,14.0,12.0,14.0,0,Pathfinder #179: Cradle of Quartz,7
1827,4.0,4.0,2.0,2.0,-1.0,4.0,26.0,104,14.0,13.0,17.0,10.0,0,Pathfinder #179: Cradle of Quartz,7
1779,5.0,3.0,4.0,0.0,3.0,0.0,21.0,60,10.0,12.0,11.0,11.0,0,Pathfinder #179: Cradle of Quartz,4
1818,2.0,4.0,0.0,3.0,2.0,0.0,20.0,65,12.0,10.0,14.0,10.0,0,Pathfinder #179: Cradle of Quartz,4
1817,3.0,4.0,3.0,1.0,0.0,0.0,20.0,60,8.0,11.0,14.0,8.0,0,Pathfinder #179: Cradle of Quartz,4
1837,2.0,4.0,0.0,2.0,0.0,4.0,20.0,70,11.0,9.0,15.0,12.0,0,Pathfinder #179: Cradle of Quartz,5
1816,3.0,4.0,2.0,1.0,1.0,1.0,22.0,75,15.0,13.0,15.0,12.0,0,Pathfinder #179: Cradle of Quartz,5
1811,4.0,4.0,2.0,2.0,-1.0,4.0,26.0,104,14.0,13.0,17.0,10.0,0,Pathfinder #179: Cradle of Quartz,7
1784,2.0,2.0,1.0,0.0,4.0,3.0,17.0,45,8.0,5.0,8.0,10.0,1,Pathfinder #179: Cradle of Quartz,2
1808,5.0,3.0,5.0,2.0,3.0,0.0,21.0,76,11.0,13.0,11.0,9.0,0,Pathfinder #179: Cradle of Quartz,4
1804,4.0,2.0,2.0,-5.0,4.0,-5.0,20.0,50,12.0,10.0,8.0,14.0,0,Pathfinder #179: Cradle of Quartz,4
1802,6.0,4.0,4.0,-5.0,3.0,-5.0,26.0,130,19.0,18.0,16.0,13.0,0,Pathfinder #179: Cradle of Quartz,8
1789,6.0,2.0,4.0,-3.0,2.0,0.0,25.0,120,15.0,18.0,15.0,12.0,0,Pathfinder #179: Cradle of Quartz,7
1796,4.0,6.0,2.0,-5.0,4.0,-5.0,26.0,100,16.0,14.0,18.0,16.0,0,Pathfinder #179: Cradle of Quartz,8
1781,1.0,4.0,3.0,2.0,0.0,4.0,26.0,140,14.0,15.0,19.0,17.0,0,Pathfinder #179: Cradle of Quartz,8
1839,-4.0,2.0,-2.0,-4.0,1.0,1.0,14.0,6,8.0,3.0,8.0,6.0,0,Pathfinder #179: Cradle of Quartz,-1
1793,2.0,4.0,1.0,-5.0,0.0,-5.0,21.0,70,13.0,12.0,15.0,9.0,0,Pathfinder #179: Cradle of Quartz,5
1842,5.0,3.0,3.0,-4.0,3.0,-2.0,18.0,44,9.0,10.0,9.0,7.0,0,Pathfinder #179: Cradle of Quartz,3
1871,-1.0,5.0,4.0,-4.0,2.0,-2.0,22.0,58,11.0,11.0,14.0,9.0,0,Pathfinder #179: Cradle of Quartz,5
1870,5.0,7.0,3.0,7.0,5.0,3.0,30.0,150,21.0,17.0,21.0,19.0,0,Pathfinder #179: Cradle of Quartz,10
1869,-2.0,4.0,3.0,0.0,2.0,0.0,20.0,23,8.0,7.0,10.0,6.0,1,Pathfinder #179: Cradle of Quartz,2
1866,3.0,0.0,2.0,0.0,1.0,3.0,16.0,35,8.0,9.0,5.0,8.0,0,Pathfinder #179: Cradle of Quartz,2
1863,6.0,2.0,4.0,-2.0,2.0,2.0,23.0,145,13.0,17.0,15.0,13.0,0,Pathfinder #179: Cradle of Quartz,7
1841,6.0,3.0,5.0,-1.0,3.0,1.0,28.0,150,17.0,18.0,16.0,15.0,0,Pathfinder #179: Cradle of Quartz,9
1855,4.0,4.0,2.0,0.0,1.0,2.0,25.0,120,16.0,15.0,17.0,13.0,0,Pathfinder #179: Cradle of Quartz,7
1856,5.0,2.0,4.0,-2.0,4.0,2.0,24.0,100,14.0,14.0,10.0,16.0,0,Pathfinder #179: Cradle of Quartz,6
1844,3.0,4.0,3.0,-1.0,3.0,2.0,25.0,135,17.0,17.0,18.0,13.0,0,Pathfinder #179: Cradle of Quartz,8
4298,4.0,8.0,5.0,6.0,-1.0,5.0,35.0,200,18.0,25.0,28.0,21.0,0,Pathfinder Adventure: Shadows at Sundown,13
4296,6.0,7.0,5.0,3.0,5.0,5.0,31.0,150,20.0,20.0,24.0,22.0,0,Pathfinder Adventure: Shadows at Sundown,11
4309,5.0,7.0,5.0,3.0,4.0,3.0,30.0,130,20.0,19.0,21.0,18.0,0,Pathfinder Adventure: Shadows at Sundown,10
4308,8.0,8.0,5.0,5.0,4.0,5.0,34.0,180,23.0,24.0,26.0,22.0,1,Pathfinder Adventure: Shadows at Sundown,13
4295,6.0,8.0,4.0,8.0,4.0,6.0,37.0,210,27.0,25.0,29.0,27.0,3,Pathfinder Adventure: Shadows at Sundown,15
4294,1.0,2.0,-1.0,2.0,4.0,1.0,15.0,16,7.0,2.0,5.0,9.0,1,Pathfinder Adventure: Shadows at Sundown,1
4293,2.0,4.0,2.0,1.0,2.0,4.0,28.0,190,18.0,13.0,15.0,18.0,0,Pathfinder Adventure: Shadows at Sundown,10
4300,8.0,5.0,5.0,0.0,5.0,0.0,34.0,235,24.0,22.0,26.0,24.0,0,Pathfinder Adventure: Shadows at Sundown,13
4303,3.0,6.0,4.0,6.0,4.0,3.0,28.0,155,19.0,15.0,21.0,19.0,0,Pathfinder Adventure: Shadows at Sundown,9
4307,6.0,7.0,5.0,4.0,5.0,4.0,33.0,225,23.0,21.0,25.0,21.0,0,Pathfinder Adventure: Shadows at Sundown,12
4304,6.0,6.0,6.0,6.0,3.0,9.0,38.0,300,27.0,28.0,30.0,25.0,0,Pathfinder Adventure: Shadows at Sundown,16
4310,4.0,0.0,4.0,1.0,3.0,1.0,25.0,120,16.0,17.0,11.0,14.0,0,Pathfinder Adventure: Shadows at Sundown,7
4306,3.0,6.0,5.0,3.0,5.0,5.0,30.0,180,19.0,17.0,22.0,19.0,0,Pathfinder Adventure: Shadows at Sundown,10
