,str,dex,con,int,wis,cha,ac,hp,fortitude,reflex,will,num_immunities,land_speed,fly,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level
4002,4.0,4.0,3.0,-4.0,2.0,0.0,21.0,62,11.0,14.0,8.0,0,30.0,0,0,0,0,0,0,0,0,0,0,14,13.0,0,0.0,0,0,0,Pathfinder #170: Spoken on the Song Wind,4
4014,3.0,4.0,0.0,1.0,2.0,4.0,27.0,135,14.0,18.0,16.0,0,30.0,0,0,0,0,0,0,0,0,0,0,20,7.5,20,7.5,0,0,0,Pathfinder #170: Spoken on the Song Wind,8
4047,1.0,4.0,0.0,1.0,2.0,2.0,20.0,45,7.0,11.0,9.0,0,30.0,0,0,0,0,0,0,0,0,0,0,12,6.5,12,6.5,0,0,0,Pathfinder #170: Spoken on the Song Wind,3
4049,4.0,5.0,2.0,0.0,3.0,1.0,24.0,95,11.0,16.0,14.0,0,10.0,60,0,0,0,0,0,0,0,0,0,17,15.0,0,0.0,0,0,0,Pathfinder #170: Spoken on the Song Wind,6
4126,2.0,4.0,1.0,1.0,2.0,1.0,21.0,60,7.0,12.0,10.0,0,30.0,0,0,0,0,0,0,0,0,0,0,14,9.5,14,7.5,0,0,0,Pathfinder #170: Spoken on the Song Wind,4
4054,4.0,4.0,2.0,0.0,4.0,0.0,22.0,75,12.0,14.0,11.0,0,25.0,0,0,0,0,0,0,0,0,0,0,15,10.5,15,3.5,0,0,0,Pathfinder #170: Spoken on the Song Wind,5
4055,6.0,2.0,4.0,-2.0,4.0,0.0,24.0,110,16.0,12.0,14.0,1,30.0,0,0,0,0,0,0,0,0,0,0,17,15.0,0,0.0,0,0,0,Pathfinder #170: Spoken on the Song Wind,6
4057,5.0,-2.0,4.0,-5.0,0.0,-5.0,16.0,45,16.0,8.0,10.0,5,10.0,0,0,0,0,0,0,0,0,0,0,17,19.0,0,0.0,0,0,0,Pathfinder #170: Spoken on the Song Wind,6
4058,3.0,5.0,2.0,2.0,2.0,0.0,26.0,130,12.0,19.0,14.0,0,30.0,0,0,0,0,0,0,0,0,0,0,18,11.5,20,11.0,0,0,0,Pathfinder #170: Spoken on the Song Wind,8
4048,4.0,2.0,4.0,2.0,1.0,3.0,24.0,115,16.0,14.0,13.0,0,20.0,0,0,0,0,0,0,0,0,0,0,17,10.5,0,0.0,0,0,0,Pathfinder #170: Spoken on the Song Wind,6
4016,7.0,4.0,5.0,-3.0,4.0,-2.0,28.0,170,20.0,17.0,17.0,0,40.0,0,0,0,0,0,0,0,0,0,0,21,24.0,0,0.0,0,0,0,Pathfinder #170: Spoken on the Song Wind,9
4113,3.0,3.0,4.0,-1.0,2.0,0.0,18.0,50,12.0,7.0,8.0,0,20.0,0,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,3
4119,3.0,4.0,3.0,-1.0,0.0,2.0,21.0,68,13.0,12.0,8.0,0,30.0,0,2,1,0,0,0,0,0,0,0,14,8.5,0,0.0,2,21,13,Pathfinder #169: Kindled Magic,4
4103,-1.0,2.0,1.0,5.0,3.0,1.0,21.0,60,9.0,12.0,12.0,0,25.0,0,3,3,0,0,0,0,0,0,0,9,3.5,0,0.0,2,21,13,Pathfinder #169: Kindled Magic,4
4019,2.0,4.0,1.0,-5.0,1.0,-2.0,15.0,17,7.0,8.0,5.0,0,40.0,0,0,0,0,0,0,0,0,0,0,8,5.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,0
4063,-3.0,3.0,0.0,0.0,2.0,-2.0,16.0,17,5.0,8.0,6.0,0,25.0,0,0,1,0,0,0,0,0,0,0,8,0.5,8,3.5,2,16,6,Pathfinder #169: Kindled Magic,0
4095,-1.0,3.0,1.0,-4.0,0.0,-5.0,16.0,15,5.0,9.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,4.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,0
4017,5.0,1.0,5.0,-5.0,2.0,-1.0,20.0,40,11.0,7.0,6.0,0,20.0,20,0,0,0,0,0,0,0,0,0,11,12.0,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,3
4020,5.0,3.0,3.0,-5.0,1.0,-5.0,18.0,30,7.0,11.0,5.0,2,10.0,40,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,2
3974,1.0,3.0,-1.0,4.0,2.0,0.0,15.0,20,4.0,10.0,7.0,0,25.0,0,3,0,0,0,0,0,0,0,0,8,4.5,8,3.5,1,17,9,Pathfinder #169: Kindled Magic,1
4021,2.0,3.0,2.0,-5.0,1.0,-1.0,16.0,16,6.0,9.0,3.0,0,20.0,40,0,0,0,0,0,0,0,0,0,8,4.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,0
4023,2.0,4.0,3.0,-1.0,-1.0,2.0,18.0,35,9.0,10.0,5.0,0,20.0,0,2,2,0,0,0,0,0,0,0,10,7.5,10,7.5,2,16,8,Pathfinder #169: Kindled Magic,2
3973,3.0,4.0,0.0,0.0,2.0,1.0,19.0,45,7.0,11.0,9.0,0,25.0,0,3,2,0,0,0,0,0,0,0,12,6.5,0,0.0,2,20,12,Pathfinder #169: Kindled Magic,3
3985,1.0,3.0,3.0,1.0,2.0,-2.0,15.0,9,5.0,7.0,4.0,0,10.0,20,1,0,0,0,0,0,0,0,0,7,3.5,7,3.5,1,16,6,Pathfinder #169: Kindled Magic,-1
4050,-2.0,4.0,1.0,1.0,-1.0,3.0,19.0,50,8.0,11.0,8.0,0,25.0,0,2,1,0,0,0,0,0,0,0,12,7.5,12,3.5,2,20,12,Pathfinder #169: Kindled Magic,3
3989,4.0,3.0,1.0,-5.0,1.0,-5.0,20.0,45,10.0,10.0,8.0,0,20.0,0,0,0,0,0,0,0,0,0,0,12,10.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,3
4018,4.0,3.0,1.0,-5.0,1.0,0.0,18.0,30,9.0,11.0,5.0,0,20.0,40,0,0,0,0,0,0,0,0,0,11,7.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,2
4077,1.0,3.0,2.0,2.0,0.0,0.0,16.0,18,6.0,9.0,4.0,0,25.0,0,1,1,0,0,0,0,0,0,0,7,3.5,0,0.0,2,16,8,Pathfinder #169: Kindled Magic,0
4082,4.0,1.0,3.0,-5.0,0.0,-5.0,17.0,30,11.0,7.0,6.0,0,20.0,0,0,0,0,0,0,0,0,0,0,11,8.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,2
4085,1.0,3.0,1.0,-5.0,0.0,-5.0,16.0,15,5.0,9.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,8,3.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,0
4086,-2.0,3.0,0.0,-5.0,1.0,-2.0,13.0,9,5.0,8.0,4.0,2,40.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,-1
4092,-1.0,3.0,1.0,-4.0,0.0,-5.0,16.0,15,5.0,9.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,4.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,0
4093,-1.0,3.0,1.0,-4.0,0.0,-5.0,16.0,15,5.0,9.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,4.5,6,3.5,0,0,0,Pathfinder #169: Kindled Magic,0
4094,-1.0,3.0,1.0,-4.0,0.0,-5.0,16.0,15,5.0,9.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,4.5,0,0.0,0,0,0,Pathfinder #169: Kindled Magic,0
4099,3.0,0.0,4.0,3.0,4.0,1.0,20.0,40,11.0,9.0,15.0,0,25.0,0,3,4,1,0,0,0,0,0,0,15,8.5,11,8.5,3,22,14,Pathfinder #169: Kindled Magic,5
3972,2.0,4.0,0.0,0.0,5.0,1.0,21.0,75,9.0,12.0,15.0,0,25.0,0,6,5,3,0,0,0,0,0,0,13,9.5,13,4.5,3,23,15,Pathfinder #169: Kindled Magic,5
1090,10.0,5.0,8.0,0.0,6.0,9.0,37.0,420,34.0,29.0,32.0,0,35.0,35,0,0,0,0,0,0,0,0,0,34,33.5,0,0.0,0,0,0,Pathfinder #167: Ready? Fight!,18
1061,0.0,5.0,3.0,4.0,1.0,4.0,35.0,190,20.0,26.0,20.0,0,25.0,0,1,0,0,0,1,0,0,0,0,26,18.5,26,11.0,5,33,25,Pathfinder #167: Ready? Fight!,13
1123,5.0,2.0,5.0,1.0,3.0,0.0,32.0,300,26.0,23.0,25.0,0,25.0,0,0,0,0,0,0,0,0,0,0,26,23.5,22,20.5,0,0,0,Pathfinder #167: Ready? Fight!,13
1076,0.0,4.0,2.0,6.0,4.0,4.0,37.0,250,27.0,29.0,29.0,0,25.0,0,5,4,2,3,2,4,2,5,2,28,13.5,0,0.0,9,41,33,Pathfinder #167: Ready? Fight!,17
1121,6.0,8.0,8.0,5.0,7.0,6.0,36.0,270,27.0,29.0,30.0,0,40.0,40,1,4,1,0,0,1,0,1,0,27,32.5,31,10.5,8,34,26,Pathfinder #167: Ready? Fight!,15
1075,4.0,5.0,4.0,0.0,0.0,5.0,37.0,275,25.0,28.0,21.0,0,25.0,0,0,0,0,0,0,0,0,0,0,31,19.0,32,19.5,0,0,0,Pathfinder #167: Ready? Fight!,15
1119,0.0,4.0,2.0,5.0,3.0,5.0,37.0,250,26.0,29.0,28.0,0,25.0,0,6,3,5,2,3,4,3,2,0,28,18.5,0,0.0,8,38,30,Pathfinder #167: Ready? Fight!,16
1064,2.0,3.0,3.0,0.0,5.0,5.0,35.0,250,26.0,26.0,28.0,0,25.0,0,5,4,2,4,2,3,3,2,0,28,15.5,28,14.0,8,36,28,Pathfinder #167: Ready? Fight!,15
1115,3.0,5.0,5.0,0.0,4.0,0.0,33.0,220,24.0,26.0,23.0,0,25.0,0,0,0,0,0,0,0,0,0,0,26,18.0,28,21.5,0,0,0,Pathfinder #167: Ready? Fight!,13
1072,2.0,5.0,3.0,0.0,4.0,4.0,36.0,275,24.0,26.0,27.0,0,25.0,0,3,3,3,3,3,3,3,2,0,28,17.5,30,28.0,8,36,30,Pathfinder #167: Ready? Fight!,15
1071,8.0,4.0,7.0,1.0,5.0,4.0,36.0,230,29.0,24.0,23.0,0,0.0,0,0,1,0,0,2,0,0,0,0,30,33.5,0,0.0,5,32,24,Pathfinder #167: Ready? Fight!,14
1111,3.0,3.0,4.0,5.0,2.0,0.0,31.0,260,23.0,24.0,23.0,0,25.0,0,7,4,2,1,4,2,1,0,0,24,16.5,0,0.0,7,35,27,Pathfinder #167: Ready? Fight!,13
1110,4.0,3.0,2.0,3.0,1.0,5.0,34.0,220,24.0,25.0,23.0,0,30.0,0,5,4,5,4,5,4,0,3,0,26,20.5,0,0.0,8,35,27,Pathfinder #167: Ready? Fight!,14
1065,-1.0,5.0,2.0,5.0,5.0,2.0,33.0,240,22.0,27.0,27.0,0,25.0,0,8,3,3,2,2,5,3,0,0,25,18.5,25,18.5,7,35,27,Pathfinder #167: Ready? Fight!,14
1014,5.0,4.0,4.0,0.0,4.0,1.0,35.0,300,27.0,27.0,27.0,0,45.0,0,0,0,0,0,0,0,0,2,0,27,30.0,27,27.0,8,34,26,Pathfinder #167: Ready? Fight!,15
1107,6.0,6.0,4.0,1.0,2.0,0.0,38.0,300,27.0,31.0,25.0,0,40.0,0,0,0,0,0,0,0,0,0,0,32,28.0,32,21.5,0,0,0,Pathfinder #167: Ready? Fight!,16
1105,8.0,6.0,5.0,6.0,6.0,9.0,39.0,290,25.0,28.0,26.0,0,40.0,40,3,3,1,0,1,0,0,0,0,32,34.5,30,27.5,5,37,29,Pathfinder #167: Ready? Fight!,16
1102,5.0,7.0,5.0,0.0,0.0,8.0,32.0,220,24.0,26.0,17.0,0,30.0,0,2,0,0,0,0,0,0,0,0,26,21.5,0,0.0,1,33,25,Pathfinder #167: Ready? Fight!,13
1101,5.0,7.0,5.0,0.0,0.0,8.0,32.0,220,24.0,26.0,17.0,0,30.0,0,2,0,0,0,0,0,0,0,0,26,21.5,0,0.0,1,33,25,Pathfinder #167: Ready? Fight!,13
1100,5.0,7.0,5.0,0.0,0.0,8.0,32.0,220,24.0,26.0,17.0,0,30.0,0,2,0,0,0,0,0,0,0,0,26,21.5,0,0.0,1,33,25,Pathfinder #167: Ready? Fight!,13
1099,5.0,7.0,5.0,0.0,0.0,8.0,32.0,220,24.0,26.0,17.0,0,30.0,0,2,0,0,0,0,0,0,0,0,26,21.5,0,0.0,1,33,25,Pathfinder #167: Ready? Fight!,13
1067,4.0,6.0,0.0,2.0,3.0,5.0,38.0,300,26.0,32.0,29.0,0,50.0,0,2,0,0,0,1,0,0,0,0,31,29.0,0,0.0,5,38,30,Pathfinder #167: Ready? Fight!,17
1017,4.0,5.0,3.0,2.0,4.0,0.0,35.0,330,25.0,29.0,26.0,0,25.0,0,0,0,0,0,0,0,0,0,0,23,21.0,30,25.5,0,0,0,Pathfinder #167: Ready? Fight!,15
1007,4.0,5.0,3.0,2.0,3.0,0.0,34.0,230,22.0,26.0,20.0,0,35.0,0,0,0,0,0,0,0,0,0,0,24,15.0,28,23.5,0,0,0,Pathfinder #167: Ready? Fight!,13
1008,4.0,5.0,4.0,0.0,0.0,5.0,37.0,275,25.0,28.0,21.0,0,25.0,0,0,0,0,0,0,0,0,0,0,31,19.0,32,19.5,0,0,0,Pathfinder #167: Ready? Fight!,15
1009,3.0,7.0,4.0,5.0,5.0,7.0,35.0,250,24.0,29.0,25.0,0,35.0,0,0,0,0,0,0,0,0,0,0,27,28.5,0,0.0,0,0,0,Pathfinder #167: Ready? Fight!,14
1016,5.0,4.0,4.0,0.0,4.0,1.0,35.0,300,27.0,27.0,27.0,0,45.0,0,0,0,0,0,0,0,0,2,0,27,30.0,27,27.0,8,34,26,Pathfinder #167: Ready? Fight!,15
1015,5.0,4.0,4.0,0.0,4.0,1.0,35.0,300,27.0,27.0,27.0,0,45.0,0,0,0,0,0,0,0,0,2,0,27,30.0,27,27.0,8,34,26,Pathfinder #167: Ready? Fight!,15
1020,0.0,5.0,6.0,5.0,2.0,1.0,36.0,300,30.0,29.0,24.0,0,25.0,0,0,0,0,0,0,0,0,0,0,29,18.5,31,13.5,0,0,0,Pathfinder #167: Ready? Fight!,16
1032,5.0,7.0,5.0,-1.0,4.0,1.0,32.0,230,23.0,25.0,18.0,3,35.0,65,0,0,0,0,0,0,0,0,0,25,27.5,0,0.0,0,0,0,Pathfinder #167: Ready? Fight!,12
1013,5.0,4.0,4.0,0.0,4.0,1.0,35.0,300,27.0,27.0,27.0,0,45.0,0,0,0,0,0,0,0,0,2,0,27,30.0,27,27.0,8,34,26,Pathfinder #167: Ready? Fight!,15
1057,3.0,3.0,4.0,5.0,2.0,0.0,31.0,260,23.0,24.0,23.0,0,25.0,0,7,4,2,1,4,2,1,0,0,24,16.5,0,0.0,7,35,27,Pathfinder #167: Ready? Fight!,13
1081,6.0,8.0,4.0,2.0,6.0,8.0,39.0,280,24.0,32.0,28.0,4,0.0,100,0,0,0,0,0,0,0,0,0,32,30.5,32,27.5,0,0,0,Pathfinder #167: Ready? Fight!,16
1127,4.0,5.0,4.0,0.0,1.0,3.0,33.0,240,23.0,26.0,20.0,0,45.0,0,2,0,1,0,0,0,0,0,0,26,23.5,0,0.0,3,24,16,Pathfinder #167: Ready? Fight!,13
1139,0.0,3.0,5.0,2.0,0.0,5.0,33.0,175,24.0,22.0,19.0,0,25.0,0,6,4,6,4,5,3,2,0,0,22,20.5,22,0.0,7,32,24,Pathfinder #167: Ready? Fight!,13
1087,4.0,6.0,5.0,3.0,5.0,7.0,32.0,200,23.0,24.0,23.0,0,10.0,70,1,0,1,0,1,0,0,0,0,22,20.5,0,0.0,5,31,23,Pathfinder #167: Ready? Fight!,12
1142,2.0,4.0,3.0,1.0,5.0,3.0,37.0,250,24.0,27.0,28.0,0,25.0,0,3,3,3,3,3,3,3,2,0,27,17.5,0,0.0,8,36,28,Pathfinder #167: Ready? Fight!,15
1098,5.0,7.0,5.0,0.0,0.0,8.0,32.0,220,24.0,26.0,17.0,0,30.0,0,2,0,0,0,0,0,0,0,0,26,21.5,0,0.0,1,33,25,Pathfinder #167: Ready? Fight!,13
1132,5.0,3.0,5.0,1.0,3.0,1.0,34.0,310,27.0,23.0,25.0,0,20.0,0,0,0,0,0,0,0,0,0,0,27,36.0,25,36.0,0,0,0,Pathfinder #167: Ready? Fight!,14
1049,5.0,5.0,3.0,2.0,4.0,2.0,36.0,300,26.0,30.0,25.0,0,35.0,0,0,0,0,1,1,0,0,0,0,28,29.5,0,0.0,5,35,27,Pathfinder #167: Ready? Fight!,15
1131,3.0,4.0,1.0,4.0,0.0,5.0,33.0,190,20.0,27.0,23.0,0,25.0,0,4,3,3,4,3,3,2,0,0,19,8.5,23,20.0,7,34,26,Pathfinder #167: Ready? Fight!,13
1129,5.0,5.0,4.0,1.0,3.0,0.0,36.0,250,26.0,27.0,25.0,0,30.0,0,0,0,0,0,0,0,0,0,0,28,25.5,0,0.0,0,0,0,Pathfinder #167: Ready? Fight!,14
1052,2.0,5.0,3.0,2.0,1.0,5.0,35.0,250,26.0,28.0,26.0,0,25.0,0,4,3,3,4,3,3,4,2,0,30,17.0,30,22.5,8,34,26,Pathfinder #167: Ready? Fight!,15
1080,5.0,4.0,4.0,0.0,3.0,2.0,36.0,250,26.0,24.0,23.0,0,25.0,0,0,0,0,0,0,0,0,0,0,28,21.5,28,21.5,0,0,0,Pathfinder #167: Ready? Fight!,14
1097,0.0,6.0,3.0,1.0,4.0,6.0,40.0,250,27.0,32.0,30.0,0,25.0,80,6,3,3,3,5,3,0,3,2,30,31.0,0,0.0,9,42,32,Pathfinder #167: Ready? Fight!,18
1095,7.0,4.0,6.0,-1.0,1.0,2.0,38.0,380,30.0,26.0,23.0,0,25.0,0,0,0,0,0,0,0,0,0,0,33,24.5,30,27.5,0,0,0,Pathfinder #167: Ready? Fight!,16
1056,5.0,2.0,5.0,3.0,3.0,0.0,34.0,280,26.0,25.0,27.0,0,20.0,0,0,0,0,0,0,0,0,0,0,29,20.0,26,25.5,0,0,0,Pathfinder #167: Ready? Fight!,14
1055,-5.0,5.0,2.0,0.0,6.0,4.0,22.0,125,17.0,18.0,23.0,6,0.0,25,0,0,0,0,0,0,0,0,0,20,17.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,9
1018,8.0,4.0,6.0,-1.0,3.0,4.0,36.0,310,29.0,23.0,24.0,0,30.0,0,0,0,0,0,0,0,0,0,0,31,35.5,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,15
1048,5.0,4.0,3.0,0.0,3.0,0.0,33.0,235,26.0,23.0,20.0,0,25.0,0,0,0,0,0,0,0,0,0,0,25,17.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,12
1047,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1046,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1045,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1050,9.0,5.0,7.0,-4.0,3.0,3.0,30.0,280,23.0,21.0,19.0,0,40.0,0,0,0,0,0,0,0,0,0,0,30,28.5,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,15
1034,6.0,6.0,4.0,-4.0,3.0,-2.0,28.0,150,20.0,21.0,17.0,0,30.0,0,0,0,0,0,0,0,0,0,0,22,27.5,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,10
1066,-5.0,5.0,0.0,3.0,6.0,7.0,33.0,175,19.0,24.0,25.0,6,0.0,40,0,0,0,0,0,0,0,0,0,28,26.5,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,13
1044,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1024,3.0,5.0,3.0,4.0,0.0,3.0,33.0,235,26.0,23.0,20.0,0,25.0,0,0,0,0,0,0,0,0,0,0,25,20.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,13
1043,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1042,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1059,9.0,4.0,8.0,-4.0,3.0,1.0,36.0,170,29.0,23.0,25.0,0,30.0,0,0,0,0,0,0,0,0,0,0,31,27.5,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,15
1041,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1026,7.0,5.0,5.0,-4.0,4.0,-2.0,34.0,235,24.0,23.0,20.0,0,40.0,0,0,0,0,0,0,0,0,0,0,27,29.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,13
1062,0.0,4.0,2.0,3.0,1.0,4.0,29.0,130,15.0,19.0,16.0,0,25.0,0,1,0,0,0,0,0,0,0,0,20,13.0,20,9.0,1,27,19,Pathfinder #166: Despair on Danger Island,9
1040,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1039,-5.0,4.0,0.0,2.0,6.0,6.0,25.0,115,15.0,19.0,21.0,6,0.0,40,0,0,0,0,0,0,0,0,0,21,21.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,9
1033,9.0,3.0,7.0,-4.0,2.0,0.0,36.0,290,28.0,25.0,24.0,0,20.0,60,0,0,0,0,0,0,0,0,0,30,22.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,15
1019,0.0,5.0,5.0,5.0,2.0,1.0,34.0,260,27.0,28.0,22.0,0,25.0,0,0,0,0,0,0,0,0,0,0,27,13.0,29,13.5,0,0,0,Pathfinder #166: Despair on Danger Island,14
1035,6.0,4.0,7.0,-3.0,3.0,0.0,36.0,255,28.0,23.0,21.0,0,40.0,0,0,0,0,0,0,0,0,0,0,29,28.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,14
1068,5.0,4.0,3.0,2.0,3.0,0.0,33.0,210,23.0,23.0,23.0,0,30.0,0,1,0,0,0,0,0,5,0,0,27,18.0,24,16.0,7,32,24,Pathfinder #166: Despair on Danger Island,13
1011,-1.0,4.0,2.0,6.0,1.0,4.0,23.0,90,13.0,19.0,14.0,0,20.0,0,3,1,1,2,0,0,0,0,0,16,12.0,18,14.0,4,25,17,Pathfinder #166: Despair on Danger Island,7
1094,6.0,4.0,6.0,-1.0,1.0,2.0,35.0,330,28.0,24.0,21.0,0,20.0,0,0,0,0,0,0,0,0,0,0,30,21.5,28,26.5,0,0,0,Pathfinder #166: Despair on Danger Island,14
1089,8.0,4.0,8.0,1.0,3.0,4.0,37.0,300,26.0,23.0,24.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,15
1088,7.0,5.0,7.0,2.0,3.0,4.0,30.0,250,24.0,21.0,17.0,0,25.0,0,0,0,0,0,0,0,0,0,0,24,28.5,23,23.5,0,0,0,Pathfinder #166: Despair on Danger Island,11
1085,8.0,-1.0,8.0,-5.0,0.0,-5.0,36.0,160,28.0,19.0,22.0,0,30.0,0,0,0,0,0,0,0,4,0,0,30,27.5,0,0.0,7,32,24,Pathfinder #166: Despair on Danger Island,14
1084,1.0,4.0,2.0,7.0,3.0,5.0,44.0,375,32.0,34.0,33.0,0,25.0,0,0,0,0,0,0,0,0,0,0,35,23.0,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,20
1083,6.0,3.0,4.0,0.0,0.0,1.0,27.0,160,20.0,15.0,12.0,0,25.0,0,0,0,0,0,0,0,0,0,0,18,21.0,18,17.0,0,0,0,Pathfinder #166: Despair on Danger Island,8
1140,1.0,3.0,4.0,2.0,0.0,4.0,27.0,130,19.0,16.0,15.0,0,25.0,0,5,4,4,4,4,0,0,0,0,17,14.0,18,0.0,5,27,20,Pathfinder #166: Despair on Danger Island,9
1137,5.0,2.0,4.0,2.0,3.0,1.0,33.0,250,26.0,22.0,24.0,0,25.0,0,0,0,0,0,0,0,0,0,0,28,21.5,22,18.0,0,0,0,Pathfinder #166: Despair on Danger Island,13
1136,5.0,2.0,4.0,2.0,3.0,1.0,33.0,230,26.0,22.0,24.0,0,25.0,0,0,0,0,0,0,0,0,0,0,27,17.0,22,18.0,0,0,0,Pathfinder #166: Despair on Danger Island,13
1135,-5.0,6.0,0.0,2.0,5.0,9.0,39.0,285,22.0,28.0,28.0,6,0.0,40,0,0,0,0,0,0,0,0,0,32,27.5,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,16
1134,-5.0,7.0,0.0,0.0,4.0,6.0,36.0,190,21.0,29.0,26.0,6,0.0,30,0,0,0,0,1,0,0,0,0,30,32.0,0,0.0,5,36,28,Pathfinder #166: Despair on Danger Island,15
1133,-5.0,8.0,2.0,-1.0,4.0,7.0,36.0,190,22.0,27.0,26.0,6,0.0,20,0,1,0,0,0,0,0,0,0,0,0.0,27,29.5,2,35,25,Pathfinder #166: Despair on Danger Island,14
1130,9.0,2.0,5.0,-4.0,3.0,0.0,35.0,260,27.0,20.0,25.0,0,40.0,0,0,0,0,0,0,0,0,0,0,28,28.5,0,0.0,0,0,0,Pathfinder #166: Despair on Danger Island,14
1012,3.0,5.0,4.0,3.0,2.0,0.0,35.0,190,22.0,26.0,19.0,0,25.0,0,0,0,0,0,0,0,0,0,0,24,9.5,27,20.5,0,0,0,Pathfinder #166: Despair on Danger Island,13
1079,5.0,5.0,2.0,1.0,3.0,4.0,26.0,180,14.0,17.0,19.0,0,30.0,80,1,1,1,1,0,0,0,0,0,18,20.0,0,0.0,4,26,18,Pathfinder #166: Despair on Danger Island,8
1128,3.0,4.0,3.0,0.0,1.0,3.0,28.0,150,18.0,19.0,16.0,0,40.0,0,0,0,0,0,3,0,0,0,0,20,18.0,0,0.0,5,24,16,Pathfinder #166: Despair on Danger Island,9
1077,3.0,4.0,3.0,5.0,1.0,1.0,32.0,220,22.0,23.0,21.0,0,25.0,0,5,3,3,3,2,3,2,0,0,23,14.0,0,0.0,7,32,26,Pathfinder #166: Despair on Danger Island,13
1010,-1.0,3.0,1.0,4.0,0.0,3.0,17.0,35,8.0,12.0,7.0,0,20.0,0,3,2,0,0,0,0,0,0,0,10,6.5,12,6.5,2,20,12,Pathfinder #166: Despair on Danger Island,3
